university,course_name,course_levels,intake,documents_required,course_requirements,Active
3,BA Hons Animation,2,1,1,1,1
3,BA Hons Graphic Design,2,1,1,1,1
3,BA Hons Illustration,2,1,1,1,1
3,BA Hons Drawing & Painting,2,1,1,1,1
3,BA Hons Business & Management,2,1,1,1,1
3,BA Hons Business & Management with Accounting & Finance,2,1,1,1,1
3,BA Hons Business Management with Marketing,2,1,1,1,1
3,MSc Accounting & Finance,1,1,1,1,1
3,MA Animation,1,1,1,1,1
3,MSc Biomedical Science,1,1,1,1,1
3,MSc Building Information Modelling in Design & Construction,1,1,1,1,1
3,MSc Business Management,1,1,1,1,1
3,MSc Civil Engineering,1,1,1,1,1
3,MSc Commercial Games Development,1,1,1,1,1
3,MSc Cyber Security,1,1,1,1,1
3,MSc Data Science,1,1,1,1,1
3,MA Design,1,1,1,1,1
3,MSc Digital Marketing,1,1,1,1,1
3,MSc Engineering Management,1,1,1,1,1
3,MSc Environmental Consultancy,1,1,1,1,1
3,MSc Environmental Health,1,1,1,1,1
3,MSc Environmental Management,1,1,1,1,1
3,MSc Events Management,1,1,1,1,1
3,MSc Finance,1,1,1,1,1
3,MSc Finance Technology,1,1,1,1,1
3,MSc Forensic Science,1,1,1,1,1
3,MA Graphic Arts,1,1,1,1,1
3,MSc Health Technology,1,1,1,1,1
3,MSc International Management,1,1,1,1,1
3,MSc Information Management,1,1,1,1,1
3,MSc Information Technology,1,1,1,1,1
3,MSc Marketing,1,1,1,1,1
3,MSc Marketing Communications,1,1,1,1,1
3,MA Multidisciplinary Print Making,1,1,1,1,1
3,MA Photography,1,1,1,1,1
3,MSc Project Management,1,1,1,1,1
3,MSc Public Health,1,1,1,1,1
3,MSc Construction Project Management,1,1,1,1,1
3,MSc Real Estate Management,1,1,1,1,1
3,MSc Risk Management & Insurance,1,1,1,1,1
3,MSc Science Communication,1,1,1,1,1
3,MA Screen Production,1,1,1,1,1
3,MSc Sports & Exercise Psychology,1,1,1,1,1
3,MSc Transport Engineering & Planning,1,1,1,1,1
3,MSc Urban Planning,1,1,1,1,1
3,LLM,1,1,1,1,1
4,BSc Computer Science,2,1,1,1,1
4,BSc Computing for Business,2,1,1,1,1
4,BSc Cyber Security & Networks,2,1,1,1,1
4,BSc Applied Computing (Top-Up),2,1,1,1,1
4,BSc Data Science and Artificial Intelligence,2,1,1,1,1
4,BSc Cloud Computing,2,1,1,1,1
4,BA Product Design,2,1,1,1,1
4,BSc Quantity Surveying and Commercial Management,2,1,1,1,1
4,BEng Railway Engineering,2,1,1,1,1
4,BEng Mechatronics Engineering,2,1,1,1,1
4,BEng Mechatronics and Computer Systems Engineering,2,1,1,1,1
4,BEng Biomedical Engineering,2,1,1,1,1
4,BEng Product Design Engineering,2,1,1,1,1
4,BA Graphic Design and Illustration,2,1,1,1,1
4,BA Commercial Photography,2,1,1,1,1
4,BA Fine Art Technology,2,1,1,1,1
4,BA Design Interactions,2,1,1,1,1
4,BSc Business Management,2,1,1,1,1
4,Llb Law,2,1,1,1,1
4,BA Hospitality Management,2,1,1,1,1
4,BA Tourism Management,2,1,1,1,1
4,Ma International Fashion Business,1,1,1,1,1
4,Msc Computer Science,1,1,1,1,1
4,Msc Information Security And Digital Forensics,1,1,1,1,1
4,Msc Civil Engineering,1,1,1,1,1
4,Msc Construction Engineering Management,1,1,1,1,1
4,Msc Structural Engineering,1,1,1,1,1
4,Msc Data Science,1,1,1,1,1
4,MSc Big Data Technology,1,1,1,1,1
4,Msc Artificial Intelligence,1,1,1,1,1
4,Msc Mechanical Engineering,1,1,1,1,1
4,Ma Education,1,1,1,1,1
4,Msc Psychology,1,1,1,1,1
4,Msc Public Health,1,1,1,1,1
4,Msc Biomedical Science,1,1,1,1,1
4,Msc Pharmaceutical Science,1,1,1,1,1
4,Msc Applied Positive Psychology And Coaching Psychology,1,1,1,1,1
4,MA Counselling & Psychotherapy (the Top Up year),1,1,1,1,1
4,PG Certificate in Strengths Based Approaches to CBT,1,1,1,1,1
4,PG Certificate in Coaching Supervision,1,1,1,1,1
4,Msc International Business Management,1,1,1,1,1
4,Msc Professional Accounting,1,1,1,1,1
4,LLM,1,1,1,1,1
4,MSc Computer Science (with Industrial Placement),1,1,1,1,1
4,MSc Information Security (with Industrial Placement),1,1,1,1,1
4,MSc Civil Engineering (with Industrial Placement),1,1,1,1,1
4,MSc Construction Engineering Management (with Industrial Placement),1,1,1,1,1
4,MSc Structural Engineering (with Industrial Placement),1,1,1,1,1
4,MBA (with Industrial Placement),1,1,1,1,1
4,MSc International Business Management (with Industrial Placement),1,1,1,1,1
5,BA Honours Business & Accountancy,2,1,1,1,1
5,BA Honours Business & Digital Communications,2,1,1,1,1
5,BA Honours Business & Enterprise,2,1,1,1,1
5,BA Honours Business & Finance,2,1,1,1,1
5,BA Honours Business & Human Resource Management,2,1,1,1,1
5,BA Honours Business & Marketing,2,1,1,1,1
5,BA Honours Business Management,2,1,1,1,1
5,BA Honours Business Management Top Up,2,1,1,1,1
5,BA Honours Business Studies,2,1,1,1,1
5,"BA Honours Business, Economics and Finance",2,1,1,1,1
5,BA Honours International Business,2,1,1,1,1
5,BA Honours International Business Management,2,1,1,1,1
5,BA Honours Sports Business Management,2,1,1,1,1
5,BSc Honours Business Information Technology,2,1,1,1,1
5,BSc Honours Business Psychology,2,1,1,1,1
5,Business Management and Computing,2,1,1,1,1
5,Masters in Business Administration (MBA),1,1,1,1,1
5,Msc International Management,1,1,1,1,1
5,Msc Human Resource Management,1,1,1,1,1
5,MSc Occupational Psychology,1,1,1,1,1
5,MSc Business Psychology,1,1,1,1,1
5,Msc Psychology,1,1,1,1,1
5,BA Honours Business & Accountancy (Placement Year),2,1,1,1,1
5,BA Honours Business & Digital Communications (Placement Year),2,1,1,1,1
5,BA Honours Business & Enterprise (Placement Year),2,1,1,1,1
5,BA Honours Business & Finance (Placement Year),2,1,1,1,1
5,BA Honours Business & Human Resource Management (Placement Year),2,1,1,1,1
5,BA Honours Business & Marketing (Placement Year),2,1,1,1,1
5,Masters in Business Administration with Internship (MBA),1,1,1,1,1
5,MSc International Management – with placement,1,1,1,1,1
5,MSc Human Resource Management – with placement,1,1,1,1,1
7,Ba (hons) Accountancy,2,1,1,1,1
7,BSc Hons Business Management (Finance),2,1,1,1,1
7,BA (Hons) Accountancy with Foundation Year,2,1,1,1,1
7,BSc Hons Business Management (Finance) with Foundation Year,2,1,1,1,1
7,BEng Hons Biomedical Engineering,2,1,1,1,1
7,BEng Hons Medical Engineering,2,1,1,1,1
7,BSc Hons Business Management,2,1,1,1,1
7,BSc Hons Logistics & Supply Chain Management,2,1,1,1,1
7,BSc Hons Business Management Top Up,2,1,1,1,1
7,Ba (hons) Community Development And Youth Work (endorsed Route),2,1,1,1,1
7,BA(Hons) Community Dev and Youth Studies,2,1,1,1,1
7,BA (Hons) Community Development and Youth Studies with foundation year,2,1,1,1,1
7,Beng(hons) Civil Engineering,2,1,1,1,1
7,Beng (hons) Mechanical Engineering,2,1,1,1,1
7,Beng (hons) Electrical And Electronic Engineering,2,1,1,1,1
7,BEng (Hons) Mechanical Engineering with foundation year,2,1,1,1,1
7,BSc (Hons) Business Management (Retail) top-up,2,1,1,1,1
7,Bsc (hons) Business Management (people Management),2,1,1,1,1
7,BSc (Hons) Business Management (Supply Chain) with foundation,2,1,1,1,1
7,BEng (Hons) Civil Engineering with foundation year,2,1,1,1,1
7,Ba (hons) Education And Learning,2,1,1,1,1
7,BEng (Hons) Electrical and Electronic Engineering,2,1,1,1,1
7,Bsc (hons) Psychology,2,1,1,1,1
7,Bsc (hons) Mechatronics (top-up),2,1,1,1,1
7,MSc Accountancy & Financial Management,1,1,1,1,1
7,Msc Biomedical Engineering,1,1,1,1,1
7,MSc International Management,1,1,1,1,1
7,MBA Top Up,1,1,1,1,1
7,MBA,1,1,1,1,1
7,Msc Strength And Conditioning,1,1,1,1,1
7,Msc Software Engineering,1,1,1,1,1
7,Msc Physiotherapy (pre-registration),1,1,1,1,1
7,Msc Positive Psychology,1,1,1,1,1
7,Ma Inclusive Education,1,1,1,1,1
7,MRes Environmental Management,1,1,1,1,1
8,BA (Hons) Public Relations and Digital Communications,2,1,1,1,1
8,BSc (Hons) Computer Science,2,1,1,1,1
8,BSc (Hons) Computing,2,1,1,1,1
8,BSc (Hons) Cybersecurity and Networks,2,1,1,1,1
8,BSc (Hons) Information Technology,2,1,1,1,1
8,BA (Hons) Computer Animation,2,1,1,1,1
8,BA (Hons) Computer Games Design,2,1,1,1,1
8,BA (Hons) Visual Effects,2,1,1,1,1
8,BSc (Hons) Operating Department Practice Studies,2,1,1,1,1
8,BA (Hons) International Business Management,2,1,1,1,1
8,Ma Fine Art,1,1,1,1,1
8,Msc Advanced Home Futures,1,1,1,1,1
8,MA Comics and Graphic Novels,1,1,1,1,1
8,Ma Concept Art,1,1,1,1,1
8,Ma Digital Media And Communications,1,1,1,1,1
8,Ma Illustration,1,1,1,1,1
8,Ma Multimedia Public Relations,1,1,1,1,1
8,MA Photography,1,1,1,1,1
8,Ma Producing For Film And Television,1,1,1,1,1
8,Msc Computer Science,1,1,1,1,1
8,Msc Computing,1,1,1,1,1
8,Msc Cybersecurity,1,1,1,1,1
8,Msc Data Science,1,1,1,1,1
8,Msc It Project Management,1,1,1,1,1
8,Msc Aerospace Engineering,1,1,1,1,1
8,MSc Civil and Structural Engineering,1,1,1,1,1
8,Msc Electrical Power And Energy Systems,1,1,1,1,1
8,Msc Instrumentation And Control Engineering,1,1,1,1,1
8,Msc Mechanical Engineering,1,1,1,1,1
8,Msc Oil And Gas Management,1,1,1,1,1
8,Msc Petroleum Engineering,1,1,1,1,1
8,Msc Project Management,1,1,1,1,1
8,MA 3D Games Art,1,1,1,1,1
8,Ma Animation,1,1,1,1,1
8,Ma Games Design,1,1,1,1,1
8,MSc Crime Intelligence and Data Analytics,1,1,1,1,1
8,MSc Energy and Environmental Management,1,1,1,1,1
8,Msc Food Processing Engineering,1,1,1,1,1
8,Msc Food Science And Biotechnology,1,1,1,1,1
8,Msc Forensic Science,1,1,1,1,1
8,MSc Global Leadership and Management in Health Care,1,1,1,1,1
8,Ma Social Work,1,1,1,1,1
8,Ma History,1,1,1,1,1
8,Msc Criminal Investigation,1,1,1,1,1
8,Ma Human Resource Management,1,1,1,1,1
8,Master of Business Administration (Applied),1,1,1,1,1
8,MSc Accounting and Finance,1,1,1,1,1
8,Msc International Management,1,1,1,1,1
8,MSc Electrical Power and Energy Systems (with Advanced Practice),1,1,1,1,1
8,MSc Instrumentation and Control Engineering (with Advanced Practice),1,1,1,1,1
8,MSc Mechanical Engineering (with Advanced Practice),1,1,1,1,1
8,MSc Oil and Gas Management (with Advanced Practice),1,1,1,1,1
8,MSc Petroleum Engineering (with Advanced Practice),1,1,1,1,1
8,MSc Project Management (with Advanced Practice),1,1,1,1,1
8,MSc Crime Intelligence and Data Analytics (with Advanced Practice),1,1,1,1,1
8,MSc Energy and Environmental Management (with Advanced Practice),1,1,1,1,1
8,MSc Food Processing Engineering (with Advanced Practice),1,1,1,1,1
8,MSc Forensic Science (with Advanced Practice),1,1,1,1,1
9,BA Hons Business & Management Top Up,2,1,1,1,1
9,MSc Advanced Clinical Practice,1,1,1,1,1
9,MA Applied Linguistics for TESOL,1,1,1,1,1
9,Msc Business With Business Analytics,1,1,1,1,1
9,MSc Business Analytics,1,1,1,1,1
9,Msc Business & Management,1,1,1,1,1
9,Msc Business With Entrepreneurship,1,1,1,1,1
9,Msc Business With International Management,1,1,1,1,1
9,Msc Business With Hospitality & Tourism Management,1,1,1,1,1
9,Msc Computer Science,1,1,1,1,1
9,Msc Construction Project Management With Bim,1,1,1,1,1
9,Ma Criminology & Criminal Justice,1,1,1,1,1
9,Msc Data Science,1,1,1,1,1
9,Ma Design,1,1,1,1,1
9,MA Design Management,1,1,1,1,1
9,MA Education (Leadership & Management),1,1,1,1,1
9,MA Education (Teaching & Learning),1,1,1,1,1
9,Msc Electrical Power Engineering,1,1,1,1,1
9,MSc Engineering Management,1,1,1,1,1
9,Msc Finance,1,1,1,1,1
9,Ma Fashion Design,1,1,1,1,1
9,Msc Forensic Accounting,1,1,1,1,1
9,"Msc Global Logistics, Operations And Supply Chain Management",1,1,1,1,1
9,Msc Healthcare Management,1,1,1,1,1
9,MSc International Development,1,1,1,1,1
9,"MA International Relations, Conflict and Security",1,1,1,1,1
9,MSc International Sport Management,1,1,1,1,1
9,Msc Marketing,1,1,1,1,1
9,Master of Public Health,1,1,1,1,1
9,Msc Mechanical Engineering,1,1,1,1,1
9,MSc Microelectronic and Communications Engineering,1,1,1,1,1
9,Msc Project Management,1,1,1,1,1
9,Msc Psychology,1,1,1,1,1
9,Msc Real Estate,1,1,1,1,1
9,Msc Advanced Computer Science,1,1,1,1,1
9,MSc Business with Hospitality & Tourism Management,1,1,1,1,1
9,MSc Business with International Management,1,1,1,1,1
9,MSc Construction Project Management with BIM,1,1,1,1,1
9,MSc Electrical Power Engineering,1,1,1,1,1
9,MSc Engineering Management,1,1,1,1,1
9,Msc International Project Management,1,1,1,1,1
9,MSc Marketing,1,1,1,1,1
9,MSc Mechanical Engineering,1,1,1,1,1
9,MSc Project Management,1,1,1,1,1
9,MSc Renewable and Sustainable Energy Technologies,1,1,1,1,1
10,Financial Services Top Up BA (Hons),2,1,1,1,1
10,Business Management Ba (hons),2,1,1,1,1
10,International Business Administration Top Up BA (Hons),2,1,1,1,1
10,Cyber Security & Digital Forensics Bsc,2,1,1,1,1
10,Business Information Systems Bsc,2,1,1,1,1
10,Information Technology & Business Information Systems Bsc,2,1,1,1,1
10,Mental Health Nursing (professional Practice) Top Up Bsc Hons,2,1,1,1,1
10,Midwifery (professional Practice) Top Up Bsc Hons,2,1,1,1,1
10,Nursing (professional Practice) Top Up Bsc Hons,2,1,1,1,1
10,Veterinary Nursing Top Up BSc,2,1,1,1,1
10,"Professional Practice, Arts & Creative Industries Specialization Ba Hons",2,1,1,1,1
10,Fine Arts Ma,1,1,1,1,1
10,Interiors (architecture & Design ) Ma,1,1,1,1,1
10,Photography Ma,1,1,1,1,1
10,Arts Management Ma,1,1,1,1,1
10,Classical Music Business Ma,1,1,1,1,1
10,International Business Management Ma,1,1,1,1,1
10,Media Management Msc,1,1,1,1,1
10,Transdisciplinary Practice Msc,1,1,1,1,1
10,Strategic Marketing Msc,1,1,1,1,1
10,Computer Science Msc,1,1,1,1,1
10,Data Science Msc,1,1,1,1,1
10,Engineering Management Msc,1,1,1,1,1
10,Script Writing Ma,1,1,1,1,1
10,Education Ma,1,1,1,1,1
10,Higher Education Ma,1,1,1,1,1
10,Biodiversity Evolution & Conservation in Action MSc,1,1,1,1,1
10,Environmental Health Msc,1,1,1,1,1
10,Global Governance & Sustainable Development Ma,1,1,1,1,1
10,Occupational Health & Safety & Environmental Management MSc,1,1,1,1,1
10,"Occupational Health , Safety & Wellbeing Management MSc",1,1,1,1,1
10,Biomedical Science (cellular Pathology) Msc,1,1,1,1,1
10,Biomedical Science (clinical Biochemistry) Msc,1,1,1,1,1
10,International Relations Ma,1,1,1,1,1
12,BSc Nursing - Adult,2,1,1,1,1
12,BSc Nursing - Child,2,1,1,1,1
12,BSc Nursing - Mental Health,2,1,1,1,1
12,Msc Advance Computer Science,1,1,1,1,1
12,Msc Automotive Engineering,1,1,1,1,1
12,Msc Big Data Analytics,1,1,1,1,1
12,Msc Building Surveying With Facilities Management,1,1,1,1,1
12,Msc Civil Engineering,1,1,1,1,1
12,Msc Construction Project Management,1,1,1,1,1
12,Ma Design Management,1,1,1,1,1
12,Msc Enterprise Systems Management,1,1,1,1,1
12,Ma Fashion Management,1,1,1,1,1
12,Llm International Business Law,1,1,1,1,1
12,Llm International Human Rights,1,1,1,1,1
12,Llm International Law,1,1,1,1,1
12,Mba International Mba,1,1,1,1,1
12,MSc International Logistics & Supply Chain Management,1,1,1,1,1
12,Msc Management & Finance,1,1,1,1,1
12,Msc Management & International Business,1,1,1,1,1
12,Mph Master Of Public Health,1,1,1,1,1
12,Msc Mechanical Engineering,1,1,1,1,1
12,MSc Inteernational Project Management,1,1,1,1,1
12,Msc Quantity Surveying,1,1,1,1,1
12,Ma Visual Communication,1,1,1,1,1
12,Ma Art & Design,1,1,1,1,1
12,Ma Public Relations,1,1,1,1,1
12,MSc Business Intelligence,1,1,1,1,1
12,MSc Physiotherapy,1,1,1,1,1
12,MSc Professional Practice Healthcare,1,1,1,1,1
12,Ma Creative Writing,1,1,1,1,1
12,BSc Nursing - Adult,2,1,1,1,1
12,BSc Nursing - Child,2,1,1,1,1
12,BSc Nursing - Mental Health,2,1,1,1,1
12,MSc Advance Computer Science,1,1,1,1,1
12,MSc Automotive Engineering,1,1,1,1,1
12,MSc Big Data Analytics,1,1,1,1,1
12,MSc Building Surveying with facilities management,1,1,1,1,1
12,MSc Civil Engineering,1,1,1,1,1
12,MSc Construction Project Management,1,1,1,1,1
12,MA Design Management,1,1,1,1,1
12,MSc Enterprise Systems Management,1,1,1,1,1
12,MA Fashion Management,1,1,1,1,1
12,LLM International Business Law,1,1,1,1,1
12,LLM International Human Rights,1,1,1,1,1
12,LLM International Law,1,1,1,1,1
12,MBA International MBA,1,1,1,1,1
12,MSc International Logistics & Supply Chain Management,1,1,1,1,1
12,MSc Management & Finance,1,1,1,1,1
12,MSc Management & International Business,1,1,1,1,1
12,MPH Master of Public Health,1,1,1,1,1
12,MSc Mechanical Engineering,1,1,1,1,1
12,MSc Inteernational Project Management,1,1,1,1,1
12,MSc Quantity Surveying,1,1,1,1,1
12,MA Visual Communication,1,1,1,1,1
12,MA Art & Design,1,1,1,1,1
12,MA Public Relations,1,1,1,1,1
12,MSc Business Intelligence,1,1,1,1,1
12,MSc Physiotherapy,1,1,1,1,1
12,MSc Professional Practice Healthcare,1,1,1,1,1
12,MA Creative Writing,1,1,1,1,1
13,Accounting And Finance Bsc (hons),2,1,1,1,1
13,"Accounting, BSc (Hons)",2,1,1,1,1
13,Aerospace Engineering Beng (hons),2,1,1,1,1
13,"Aerospace Engineering, MEng (Hons)",2,1,1,1,1
13,"Accounting, BSc (Hons)",2,1,1,1,1
13,"Accounting and Finance, BSc (Hons)",2,1,1,1,1
13,"Business Management, BSc (Hons)",2,1,1,1,1
13,"Business Management (Business Analytics), BSc (Hons)",2,1,1,1,1
13,"Business Management (Enterprise and Innovation), BSc (Hons)",2,1,1,1,1
13,"Business Management (Finance), BSc (Hons)",2,1,1,1,1
13,"Business Management (Human Resource Management), BSc (Hons)",2,1,1,1,1
13,"Business Management (Management Consulting), BSc (Hons)",2,1,1,1,1
13,"Business Management (Marketing), BSc (Hons)",2,1,1,1,1
13,"Business Management (Operations and Supply Management), BSc (Hons)",2,1,1,1,1
13,"Business Management (e-Business), BSc (Hons)",2,1,1,1,1
13,"Economics and Business, BSc (Hons)",2,1,1,1,1
13,"Finance, BSc (Hons)",2,1,1,1,1
13,"Marketing, BSc (Hons)",2,1,1,1,1
13,"Chemical Engineering, BEng (Hons)",2,1,1,1,1
13,"Chemical Engineering, MEng (Hons)",2,1,1,1,1
13,"Civil Engineering, BEng (Hons)",2,1,1,1,1
13,"Civil Engineering, MEng (Hons)",2,1,1,1,1
13,"Computer Science, BSc (Hons)",2,1,1,1,1
13,"Computer Science, MSci (Hons)",2,1,1,1,1
13,"Computing, MEng (Hons)",2,1,1,1,1
13,"Software Engineering, BSc (Hons)",2,1,1,1,1
13,"Economics, BSc (Hons)",2,1,1,1,1
13,"Economics and Finance, BSc (Hons)",2,1,1,1,1
13,"Electronic and Electrical Engineering, MEng (Hons)",2,1,1,1,1
13,"Electronic And Electrical Engineering, Beng (hons)",2,1,1,1,1
13,"Finance, BSc (Hons)",2,1,1,1,1
13,"Mechanical Engineering, MEng (Hons)",2,1,1,1,1
13,"Mechanical Engineering, BEng (Hons)",2,1,1,1,1
13,"Accounting and Finance, MSc",1,1,1,1,1
13,"Advance Computer Science, MSc",1,1,1,1,1
13,"Strategic Accounting, MSc",1,1,1,1,1
13,Aerospace Engineering Msc,1,1,1,1,1
13,Business Administration MBA,1,1,1,1,1
13,Management Msc,1,1,1,1,1
13,Management (business Analytics) Msc,1,1,1,1,1
13,Management (Enterprise & Innovation) MSc,1,1,1,1,1
13,Management (finance) Msc,1,1,1,1,1
13,"Management HRM, MSc",1,1,1,1,1
13,Management (international Management) Msc,1,1,1,1,1
13,Management (marketing) Msc,1,1,1,1,1
13,Management (Operations & Supply Management) MSc,1,1,1,1,1
13,Management (Tourism) MSc,1,1,1,1,1
13,Chemical Engineering Msc,1,1,1,1,1
13,Civil Engineering Msc,1,1,1,1,1
13,"Computer Science, MSc",1,1,1,1,1
13,Cyber Security Msc,1,1,1,1,1
13,Data Science Msc,1,1,1,1,1
13,Engineering Leadership & Management MSc,1,1,1,1,1
13,"Mechanical Engineering, MSc",1,1,1,1,1
13,Medical Radiation Physics Msc,1,1,1,1,1
13,Strategic Marketing MSc,1,1,1,1,1
14,MSc Advanced Biomedical Science,1,1,1,1,1
14,Business Intelligence Systems And Data Mining Msc,1,1,1,1,1
14,Business Management In Sport Msc,1,1,1,1,1
14,Business Management in the Creative Industries MSc,1,1,1,1,1
14,Computing Msc,1,1,1,1,1
14,Cyber Security Msc,1,1,1,1,1
14,Cyber Technology Msc,1,1,1,1,1
14,Data Analytics Msc,1,1,1,1,1
14,Health And Community Development Studies Ma,1,1,1,1,1
14,Information Systems Management Msc,1,1,1,1,1
14,Intelligent Systems And Robotics Msc,1,1,1,1,1
14,Intelligent Systems Msc,1,1,1,1,1
14,International Business And Entrepreneurship Msc,1,1,1,1,1
14,International Business And Finance Msc,1,1,1,1,1
14,International Business And Human Resource Management Msc,1,1,1,1,1
14,International Business And Management Msc,1,1,1,1,1
14,International Business And Marketing Msc,1,1,1,1,1
14,Master Of Business Administration Mba (global),1,1,1,1,1
14,Professional Practice In Digital Forensics And Security Msc,1,1,1,1,1
14,Project Management Msc,1,1,1,1,1
14,Software Engineering Msc,1,1,1,1,1
16,Msc Computer Engineering,1,1,1,1,1
16,Msc Computer Engineering (with Placement),1,1,1,1,1
16,Msc Data Analytics Engineering,1,1,1,1,1
16,Msc Data Analytics Engineering With Placement,1,1,1,1,1
16,Mba Global,1,1,1,1,1
16,Mba Global With Placement,1,1,1,1,1
16,Msc Project Management,1,1,1,1,1
16,Msc Applied Ai & Data Science,1,1,1,1,1
16,Msc Applied Ai & Data Science (placement),1,1,1,1,1
16,MSc Clinical Exercise Science (full time),1,1,1,1,1
17,Biotechnology (shrewsbury) Msc,1,1,1,1,1
17,Creative Industries Management Msc,1,1,1,1,1
17,"Digital Marketing MSc, PGDip, PGCert",1,1,1,1,1
17,"Education in Society MA / PGDip , MA / PGDip / PGCert",1,1,1,1,1
17,Engineering Management Msc,1,1,1,1,1
17,"Exercise Medicine (Shrewsbury) MSc, PGDip, PGCert",1,1,1,1,1
17,Health Services Management Msc,1,1,1,1,1
17,International Business Msc,1,1,1,1,1
17,International Finance Msc,1,1,1,1,1
17,"Management (Shrewsbury) MSc / PGDip , MSc / PGDip / PGCert",1,1,1,1,1
17,Marketing Management Msc,1,1,1,1,1
17,Master Of Public Health Mph,1,1,1,1,1
17,MBA (Master of Business Administration) Full-Time MBA,1,1,1,1,1
17,Physician Associate Studies Msc,1,1,1,1,1
17,Programme And Project Management Msc,1,1,1,1,1
17,"Social Work Ma, Pgdip",1,1,1,1,1
17,Sport And Exercise Sciences (mres) Mres,1,1,1,1,1
17,Sport Management Msc,1,1,1,1,1
17,Biomedical Science Msc,1,1,1,1,1
17,Cardiovascular Disease Msc,1,1,1,1,1
17,Creative Industries Management MSc,1,1,1,1,1
17,Diabetes Msc,1,1,1,1,1
17,"Digital Marketing MSc, PGDip, PGCert",1,1,1,1,1
17,Gastroenterology Msc,1,1,1,1,1
17,"Management MSc / PGDip , MSc / PGDip / PGCert",1,1,1,1,1
17,Medical Genetics Msc,1,1,1,1,1
17,Orthopaedics Msc,1,1,1,1,1
17,Oncology Msc,1,1,1,1,1
17,Psychological Trauma Postgraduate Certificate,1,1,1,1,1
18,Airline and Airport Management,2,1,1,1,1
18,Airline and Airport Management BA (Hons),2,1,1,1,1
18,Aviation Management with Commercial Pilot Licence BSc (Hons),2,1,1,1,1
18,Cyber Security Bsc (hons),2,1,1,1,1
18,Creative Media Production,2,1,1,1,1
18,Event Management Ba (hons),2,1,1,1,1
18,Social Work Bsc (hons),2,1,1,1,1
18,Creative Sound Production,2,1,1,1,1
18,"Advertising, Branding And Communication Ma",1,1,1,1,1
18,Air Transport Operations And Management Executive Msc,1,1,1,1,1
18,Applied Project Management Msc,1,1,1,1,1
18,Brand Design And Innovation Ma,1,1,1,1,1
18,Construction Project Management Msc,1,1,1,1,1
18,Food Business Management MA,1,1,1,1,1
18,International Tourism And Aviation Management Ma,1,1,1,1,1
18,Luxury Hospitality Management Ma,1,1,1,1,1
18,MSc Accounting and Finance,1,1,1,1,1
18,Paramedic Science (Pre Registration) MSc,1,1,1,1,1
18,Strategic Financial Management Ma,1,1,1,1,1
18,Msc Digital Marketing,1,1,1,1,1
18,Msc Finance And Risk Management,1,1,1,1,1
18,MA Human Resource Management,1,1,1,1,1
18,Msc International Business Management,1,1,1,1,1
18,Mba Masters In Business Administration,1,1,1,1,1
18,LLM International Banking and Finace,1,1,1,1,1
18,LLM International Business and Commercial,1,1,1,1,1
18,Msc Digital Audio Engineering,1,1,1,1,1
18,Msc Health Informatics,1,1,1,1,1
18,Msc Civil And Environmental Engineering,1,1,1,1,1
18,MSc Psychology Conversion,1,1,1,1,1
18,Applied Project Management MSc,1,1,1,1,1
18,Civil And Environmental Engineering Msc,1,1,1,1,1
18,Cyber Security Msc,1,1,1,1,1
18,Food Business Management MA,1,1,1,1,1
18,Information Systems Msc,1,1,1,1,1
18,International Tourism and Aviation Management MA,1,1,1,1,1
18,Luxury Hospitality Management MA,1,1,1,1,1
18,Masters In Business Administration Mba,1,1,1,1,1
18,Software Engineering Msc,1,1,1,1,1
19,Ba Hons Accounting And Financial Studies,2,1,1,1,1
19,BA Hons Business Administration (one year Top up),2,1,1,1,1
19,BA Hons Business Management,2,1,1,1,1
19,BA Hons Business Management (sandwich),2,1,1,1,1
19,BA Hons International Hospitality Management,2,1,1,1,1
19,BA Hons Management in Events (one year Top up),2,1,1,1,1
19,BA Hons Management in Hospitality (one year Top up),2,1,1,1,1
19,BA Hons Management in Tourism (one year Top up),2,1,1,1,1
19,Bachelor of Engineering with Honours in Mechatronics and Intelligent Machines,2,1,1,1,1
19,Bachelor of Engineering with Honours in Mechatronics and Intelligent Machines (one year top up),2,1,1,1,1
19,Bachelor of laws with honours,2,1,1,1,1
19,Graduate Diploma in Law,2,1,1,1,1
19,Mba With Professional Placement,1,1,1,1,1
19,Ma Intercultural Business Communication,1,1,1,1,1
19,Ma Intercultural Business Communication With Professional Placement,1,1,1,1,1
19,Master Of Law In International Business Law With Professional Placement,1,1,1,1,1
19,Master Of Law In International Business Law,1,1,1,1,1
19,Msc Additive Manufacturing With Professional Placement,1,1,1,1,1
19,Msc Additive Manufacturing ,1,1,1,1,1
19,Msc Applied Public Health,1,1,1,1,1
19,Msc Computing (sandwich),1,1,1,1,1
19,Msc Computing,1,1,1,1,1
19,Msc It Security (sandwich),1,1,1,1,1
19,Msc It Security,1,1,1,1,1
19,MSc Construction Project Management,1,1,1,1,1
19,Msc Football Science And Rehabilitation,1,1,1,1,1
19,Msc Intelligent Maintenance Engineering (sandwich),1,1,1,1,1
19,Msc Intelligent Maintenance Engineering,1,1,1,1,1
19,Msc Maintenance Engineering,1,1,1,1,1
19,Msc Maintenance Engineering (sandwich),1,1,1,1,1
19,Msc Mechatronics And Intelligent Machines ,1,1,1,1,1
